#{"t_start": 1786528689.3629901, "env_id": "None"}
r,l,t,true_completion_rate,cheat_rate,report_rate,audit_prob,steps_taken
0.95,150,980.643231,0.375,0.6666666666666666,1.125,0.05,150
2.4,150,981.021295,0.3571428571428571,0.8125,1.1428571428571428,0.05,150
2.35,150,981.335711,0.41666666666666663,0.8823529411764706,1.4166666666666667,0.05,150
3.8,150,981.657772,0.125,0.8823529411764706,1.0625,0.05,150
2.25,150,982.119359,0.125,0.9285714285714286,1.75,0.05,150
-23.1,150,982.495089,0.0,1.0,0.2857142857142857,0.05,150
-10.8,150,982.867974,0.2222222222222222,0.5,0.2222222222222222,0.05,150
4.15,150,984.150063,0.19047619047619047,0.8421052631578947,0.9047619047619048,0.05,150
2.9,150,984.537495,0.18181818181818177,0.8,0.9090909090909091,0.05,150
5.2,150,984.892137,0.16666666666666663,0.95,1.1111111111111112,0.05,150
2.1,150,985.227976,0.2666666666666667,0.8125,1.0666666666666667,0.05,150
-37.7,150,985.611089,0.09090909090909094,0.0,0.0,0.05,150
2.55,150,985.938436,0.2857142857142857,0.8571428571428571,1.5,0.05,150
-13.0,150,986.266548,0.25,1.0,1.0,0.05,150
5.65,150,986.634197,0.1578947368421053,0.88,1.3157894736842106,0.05,150
4.85,150,986.927123,0.2777777777777778,0.85,1.1111111111111112,0.05,150
2.8,150,987.294658,0.1578947368421053,0.8333333333333334,0.631578947368421,0.05,150
2.05,150,987.648209,0.0,1.0,1.0833333333333333,0.05,150
1.05,150,988.072605,0.11111111111111116,0.9333333333333333,1.6666666666666667,0.05,150
0.3,150,988.411588,0.0,1.0,2.0,0.05,150
4.65,150,988.762686,0.2666666666666667,0.7894736842105263,1.2666666666666666,0.05,150
1.0,150,990.29099,0.2222222222222222,0.8571428571428571,1.5555555555555556,0.05,150
-17.7,150,990.548625,0.23529411764705888,0.75,0.47058823529411764,0.05,150
2.55,150,990.804425,0.07692307692307687,1.0,1.0769230769230769,0.05,150
-16.4,150,991.190052,0.19999999999999996,1.0,0.06666666666666667,0.05,150
3.55,150,991.533626,0.07692307692307687,0.9375,1.2307692307692308,0.05,150
2.8,150,991.872412,0.0,1.0,1.3636363636363635,0.05,150
1.35,150,992.341661,0.4285714285714286,0.7058823529411765,1.2142857142857142,0.05,150
4.95,150,992.722194,0.2857142857142857,0.6470588235294118,0.8095238095238095,0.05,150
2.0,150,993.013026,0.15384615384615385,0.9285714285714286,1.0769230769230769,0.05,150
3.0,150,993.34097,0.5384615384615384,0.7647058823529411,1.3076923076923077,0.05,150
-14.75,150,993.790595,0.1875,0.8333333333333334,0.375,0.05,150
2.2,150,994.350082,0.18181818181818177,0.9285714285714286,1.2727272727272727,0.05,150
1.9,150,994.838916,0.11111111111111116,0.9333333333333333,1.6666666666666667,0.05,150
-21.9,150,996.440368,0.15384615384615385,0.875,0.6153846153846154,0.05,150
-21.8,150,996.8412,0.0625,0.9090909090909091,0.6875,0.05,150
2.6,150,997.162795,0.1428571428571429,0.9230769230769231,0.9285714285714286,0.05,150
4.1,150,997.466938,0.19999999999999996,0.8461538461538461,0.8666666666666667,0.05,150
4.6,150,997.715893,0.052631578947368474,0.9444444444444444,0.9473684210526315,0.05,150
-8.7,150,997.977188,0.1428571428571429,0.875,1.1428571428571428,0.05,150
6.3,150,998.287699,0.1428571428571429,0.9090909090909091,1.0476190476190477,0.05,150
1.1,150,998.536145,0.0,1.0,0.7777777777777778,0.05,150
1.25,150,998.816841,0.0,1.0,1.1428571428571428,0.05,150
0.65,150,999.096978,0.09090909090909094,0.9333333333333333,1.3636363636363635,0.05,150
-34.1,150,999.374436,0.19999999999999996,1.0,0.13333333333333333,0.05,150
3.05,150,999.630349,0.09090909090909094,0.9166666666666666,1.0909090909090908,0.05,150
-1.05,150,999.889528,0.5,0.6666666666666666,1.5,0.05,150
1.95,150,1000.111739,0.09090909090909094,0.9090909090909091,1.0,0.05,150
-0.15,150,1001.348492,0.25,0.8461538461538461,1.0833333333333333,0.05,150
3.35,150,1001.651494,0.3571428571428571,0.7647058823529411,1.2142857142857142,0.05,150
4.2,150,1001.933325,0.5555555555555556,0.6956521739130435,1.2777777777777777,0.05,150
2.3,150,1002.178876,0.5,0.7142857142857143,1.4,0.05,150
-17.5,150,1002.443884,0.0625,1.0,0.5625,0.05,150
-8.95,150,1002.754064,0.0,1.0,0.6470588235294118,0.05,150
-23.4,150,1003.206815,0.25,0.7142857142857143,0.5833333333333334,0.05,150
1.95,150,1003.450689,0.4545454545454546,0.7142857142857143,1.2727272727272727,0.05,150
3.85,150,1003.705012,0.19999999999999996,0.8888888888888888,1.2,0.05,150
2.55,150,1003.950308,0.3076923076923077,0.8125,1.2307692307692308,0.05,150
2.7,150,1004.191739,0.3076923076923077,0.7857142857142857,1.0769230769230769,0.05,150
2.5,150,1004.493201,0.33333333333333337,0.7142857142857143,1.1666666666666667,0.05,150
1.15,150,1004.779168,0.11111111111111116,0.9,1.1111111111111112,0.05,150
3.05,150,1005.102298,0.1428571428571429,0.8333333333333334,0.8571428571428571,0.05,150
0.7,150,1006.422268,0.0,1.0,0.6153846153846154,0.05,150
3.3,150,1006.795378,0.25,0.8235294117647058,1.0625,0.05,150
-4.6,150,1007.128074,0.11111111111111116,0.8333333333333334,0.6666666666666666,0.05,150
3.05,150,1007.555842,0.07692307692307687,0.9375,1.2307692307692308,0.05,150
2.25,150,1007.913331,0.1428571428571429,0.875,0.5714285714285714,0.05,150
1.95,150,1008.195614,0.33333333333333337,0.7,0.8333333333333334,0.05,150
2.35,150,1008.478375,0.08333333333333337,0.9285714285714286,1.1666666666666667,0.05,150
1.7,150,1008.750187,0.46153846153846156,0.6666666666666666,0.9230769230769231,0.05,150
3.05,150,1009.063853,0.25,0.8333333333333334,1.0,0.05,150
2.4,150,1009.427105,0.3571428571428571,0.7222222222222222,1.2857142857142858,0.05,150
3.2,150,1009.755255,0.23076923076923073,0.7692307692307693,1.0,0.05,150
-7.1,150,1010.076426,0.18181818181818177,0.8,0.9090909090909091,0.05,150
2.95,150,1010.435338,0.06666666666666665,0.9333333333333333,1.0,0.05,150
2.1,150,1011.782037,0.11111111111111116,0.9230769230769231,1.4444444444444444,0.05,150
2.1,150,1012.139922,0.09999999999999998,0.9333333333333333,1.5,0.05,150
4.45,150,1012.397718,0.19999999999999996,0.8421052631578947,1.2666666666666666,0.05,150
3.15,150,1012.711091,0.4375,0.6470588235294118,1.0625,0.05,150
4.3,150,1013.002168,0.125,0.8823529411764706,1.0625,0.05,150
4.95,150,1013.490348,0.17647058823529416,0.8888888888888888,1.0588235294117647,0.05,150
3.7,150,1013.868163,0.33333333333333337,0.7777777777777778,1.0,0.05,150
-11.7,150,1014.17742,0.30000000000000004,0.9166666666666666,0.6,0.05,150
0.55,150,1014.485366,0.2222222222222222,0.8333333333333334,1.3333333333333333,0.05,150
3.85,150,1014.80516,0.2941176470588235,0.8888888888888888,1.0588235294117647,0.05,150
2.1,150,1015.099215,0.2222222222222222,0.9090909090909091,1.2222222222222223,0.05,150
2.65,150,1015.422826,0.08333333333333337,1.0,0.8333333333333334,0.05,150
0.6,150,1015.719876,0.16666666666666663,0.8,0.8333333333333334,0.05,150
4.1,150,1016.010741,0.0,1.0,0.8823529411764706,0.05,150
2.3,150,1017.410772,0.2727272727272727,0.9285714285714286,1.2727272727272727,0.05,150
-21.35,150,1017.71897,0.09090909090909094,0.8888888888888888,0.8181818181818182,0.05,150
3.4,150,1017.975689,0.16666666666666663,0.875,1.3333333333333333,0.05,150
2.0,150,1018.299071,0.25,0.7857142857142857,0.875,0.05,150
3.15,150,1018.662698,0.16666666666666663,0.8571428571428571,1.1666666666666667,0.05,150
2.8,150,1019.019138,0.0,1.0,1.0769230769230769,0.05,150
3.0,150,1019.6846,0.2142857142857143,0.8571428571428571,1.0,0.05,150
-10.4,150,1020.222701,0.2222222222222222,1.0,0.8888888888888888,0.05,150
3.2,150,1020.564256,0.1875,0.8571428571428571,0.875,0.05,150
2.15,150,1020.878715,0.3076923076923077,0.8181818181818182,0.8461538461538461,0.05,150
2.7,150,1021.192524,0.08333333333333337,0.9230769230769231,1.0833333333333333,0.05,150
-6.7,150,1021.515372,0.33333333333333337,0.8333333333333334,0.6666666666666666,0.05,150
2.4,150,1021.803436,0.18181818181818177,1.0,1.4545454545454546,0.05,150
2.05,150,1022.103184,0.11111111111111116,0.8571428571428571,0.7777777777777778,0.05,150
1.9,150,1023.563152,0.0714285714285714,0.9090909090909091,0.7857142857142857,0.05,150
-21.8,150,1024.096553,0.2222222222222222,0.8571428571428571,0.7777777777777778,0.05,150
0.7,150,1024.388115,0.0,1.0,0.5714285714285714,0.05,150
2.85,150,1024.743695,0.0,1.0,0.625,0.05,150
0.95,150,1025.098027,0.09090909090909094,0.9333333333333333,1.3636363636363635,0.05,150
0.7,150,1025.486253,0.0,1.0,1.2,0.05,150
1.95,150,1025.848055,0.15384615384615385,0.8888888888888888,0.6923076923076923,0.05,150
1.15,150,1026.179743,0.19999999999999996,0.8823529411764706,1.7,0.05,150
2.05,150,1026.507157,0.23076923076923073,0.8571428571428571,1.0769230769230769,0.05,150
3.95,150,1026.851488,0.1875,0.8421052631578947,1.1875,0.05,150
4.9,150,1027.157521,0.1875,0.8125,1.0,0.05,150
1.45,150,1027.466688,0.125,0.9,1.25,0.05,150
3.0,150,1027.7713,0.0,1.0,1.1111111111111112,0.05,150
-18.75,150,1028.945721,0.25,0.75,0.6666666666666666,0.05,150
2.05,150,1029.277546,0.18181818181818177,0.875,0.7272727272727273,0.05,150
1.6,150,1030.053758,0.19999999999999996,0.7692307692307693,0.8666666666666667,0.05,150
-18.8,150,1030.680418,0.0714285714285714,1.0,0.42857142857142855,0.05,150
2.0,150,1031.159381,0.18181818181818177,0.7777777777777778,0.8181818181818182,0.05,150
4.5,150,1031.450968,0.1875,0.8125,1.0,0.05,150
1.7,150,1031.749089,0.1428571428571429,1.0,1.2857142857142858,0.05,150
2.3,150,1032.109244,0.19999999999999996,0.8888888888888888,1.2,0.05,150
0.35,150,1032.436011,0.33333333333333337,0.7777777777777778,1.0,0.05,150
5.3,150,1032.731036,0.10526315789473684,1.0,0.8947368421052632,0.05,150
-30.3,150,1033.0876,0.0714285714285714,1.0,0.14285714285714285,0.05,150
1.35,150,1033.393049,0.09999999999999998,0.8333333333333334,0.6,0.05,150
3.55,150,1033.685036,0.5,0.9375,1.1428571428571428,0.05,150
1.95,150,1033.98619,0.1333333333333333,0.8461538461538461,0.8666666666666667,0.05,150
1.45,150,1037.673052,0.18181818181818177,0.875,0.7272727272727273,0.05,150
1.9,150,1038.085728,0.08333333333333337,0.9230769230769231,1.0833333333333333,0.05,150
0.75,150,1038.616882,0.0,1.0,1.0,0.05,150
2.25,150,1039.25752,0.33333333333333337,0.5,0.6666666666666666,0.05,150
2.75,150,1039.975335,0.0625,0.9090909090909091,0.6875,0.05,150
-17.9,150,1040.745218,0.0,1.0,0.42857142857142855,0.05,150
1.35,150,1041.181785,0.2666666666666667,0.7142857142857143,0.9333333333333333,0.05,150
-22.25,150,1041.579799,0.0,1.0,0.07142857142857142,0.05,150
-6.3,150,1041.860785,0.19999999999999996,0.0,0.0,0.05,150
0.7,150,1042.144367,0.125,0.8888888888888888,1.125,0.05,150
-19.2,150,1042.439525,0.19999999999999996,0.8571428571428571,0.7,0.05,150
3.85,150,1042.851019,0.10526315789473684,1.0,0.631578947368421,0.05,150
0.65,150,1043.115599,0.25,0.7777777777777778,1.125,0.05,150
0.6,150,1043.349808,0.09090909090909094,0.875,0.7272727272727273,0.05,150
3.2,150,1044.730103,0.0,1.0,1.0,0.05,150
2.9,150,1045.128202,0.17647058823529416,0.875,0.9411764705882353,0.05,150
2.2,150,1045.489005,0.16666666666666663,0.9090909090909091,0.9166666666666666,0.05,150
0.75,150,1045.790096,0.2222222222222222,0.75,0.8888888888888888,0.05,150
2.95,150,1046.148858,0.08333333333333337,0.9090909090909091,0.9166666666666666,0.05,150
-6.15,150,1046.372018,0.38888888888888884,0.6666666666666666,0.6666666666666666,0.05,150
4.15,150,1046.608341,0.16666666666666663,0.7692307692307693,0.7222222222222222,0.05,150
3.55,150,1046.916456,0.15384615384615385,0.9166666666666666,0.9230769230769231,0.05,150
1.6,150,1047.180308,0.15384615384615385,0.7777777777777778,0.6923076923076923,0.05,150
1.4,150,1047.475797,0.0,1.0,0.5238095238095238,0.05,150
0.8,150,1047.91955,0.2727272727272727,0.5,0.36363636363636365,0.05,150
4.05,150,1048.264309,0.16666666666666663,0.875,0.8888888888888888,0.05,150
0.3,150,1048.55865,0.0,1.0,0.8571428571428571,0.05,150
3.5,150,1049.997186,0.33333333333333337,0.7142857142857143,0.9333333333333333,0.05,150
1.45,150,1050.338659,0.0,1.0,0.5,0.05,150
3.2,150,1050.755643,0.2142857142857143,0.7692307692307693,0.9285714285714286,0.05,150
2.15,150,1051.055896,0.09090909090909094,0.9,0.9090909090909091,0.05,150
4.05,150,1051.471593,0.0,1.0,1.0,0.05,150
3.15,150,1051.770169,0.07692307692307687,0.9444444444444444,1.3846153846153846,0.05,150
2.25,150,1052.147802,0.0625,0.9230769230769231,0.8125,0.05,150
3.5,150,1052.486715,0.1875,0.85,1.25,0.05,150
1.4,150,1052.900286,0.07692307692307687,0.9333333333333333,1.1538461538461537,0.05,150
3.25,150,1053.192356,0.0,1.0,1.1818181818181819,0.05,150
-4.65,150,1053.418852,0.15384615384615385,1.0,0.5384615384615384,0.05,150
4.3,150,1053.673909,0.2142857142857143,0.8823529411764706,1.2142857142857142,0.05,150
1.55,150,1053.90748,0.09090909090909094,0.8888888888888888,0.8181818181818182,0.05,150
1.65,150,1054.149732,0.16666666666666663,0.8181818181818182,0.9166666666666666,0.05,150
3.95,150,1055.200598,0.375,0.7727272727272727,1.375,0.05,150
3.95,150,1055.585546,0.07692307692307687,1.0,1.0769230769230769,0.05,150
4.5,150,1055.928253,0.25,0.9333333333333333,0.9375,0.05,150
2.15,150,1056.244016,0.18181818181818177,1.0,1.4545454545454546,0.05,150
3.6,150,1056.526638,0.0,1.0,1.0769230769230769,0.05,150
2.45,150,1056.821105,0.09090909090909094,0.9333333333333333,1.3636363636363635,0.05,150
2.35,150,1057.114854,0.1428571428571429,0.875,1.1428571428571428,0.05,150
-21.4,150,1057.449381,0.07692307692307687,0.875,0.6153846153846154,0.05,150
-5.5,150,1057.894655,0.1428571428571429,1.0,0.5714285714285714,0.05,150
2.45,150,1058.249013,0.18181818181818177,0.8181818181818182,1.0,0.05,150
4.2,150,1058.512047,0.16666666666666663,0.7857142857142857,0.7777777777777778,0.05,150
1.55,150,1058.803504,0.25,0.75,0.6666666666666666,0.05,150
-15.2,150,1059.106162,0.15384615384615385,1.0,0.6153846153846154,0.05,150
2.1,150,1059.475093,0.125,0.9333333333333333,1.875,0.05,150
2.8,150,1060.701996,0.052631578947368474,0.9285714285714286,0.7368421052631579,0.05,150
3.1,150,1061.019318,0.19999999999999996,0.8,1.0,0.05,150
2.35,150,1061.374057,0.0,1.0,0.7647058823529411,0.05,150
2.3,150,1061.666434,0.09999999999999998,0.9411764705882353,1.7,0.05,150
3.25,150,1061.935769,0.0714285714285714,0.9333333333333333,1.0714285714285714,0.05,150
2.3,150,1062.163949,0.19999999999999996,0.875,1.0666666666666667,0.05,150
-17.25,150,1062.383133,0.11764705882352944,1.0,0.35294117647058826,0.05,150
3.0,150,1062.64222,0.06666666666666665,0.9166666666666666,0.8,0.05,150
-19.55,150,1062.868942,0.1428571428571429,1.0,0.35714285714285715,0.05,150
3.25,150,1063.110129,0.15384615384615385,0.875,1.2307692307692308,0.05,150
-8.0,150,1063.355282,0.2666666666666667,0.75,0.5333333333333333,0.05,150
1.85,150,1063.586748,0.11111111111111116,0.9444444444444444,2.0,0.05,150
3.6,150,1063.795767,0.33333333333333337,0.8,1.0,0.05,150
0.95,150,1065.453007,0.0,1.0,1.375,0.05,150
1.95,150,1065.763171,0.16666666666666663,0.9166666666666666,1.0,0.05,150
2.85,150,1066.018,0.09090909090909094,1.0,0.8181818181818182,0.05,150
3.65,150,1066.299081,0.0,1.0,1.3846153846153846,0.05,150
3.8,150,1066.592146,0.2666666666666667,0.8235294117647058,1.1333333333333333,0.05,150
2.85,150,1066.922037,0.1428571428571429,0.9285714285714286,1.0,0.05,150
1.65,150,1067.526941,0.30000000000000004,0.7857142857142857,1.4,0.05,150
2.35,150,1067.831824,0.1428571428571429,0.875,1.1428571428571428,0.05,150
1.8,150,1068.228819,0.0,1.0,2.0,0.05,150
3.0,150,1068.641556,0.09090909090909094,0.9,0.9090909090909091,0.05,150
3.45,150,1069.053256,0.15384615384615385,0.9230769230769231,1.0,0.05,150
2.7,150,1069.466666,0.09999999999999998,0.9375,1.6,0.05,150
2.45,150,1069.840384,0.0,1.0,1.3,0.05,150
1.0,150,1070.161149,0.0,1.0,1.25,0.05,150
2.3,150,1072.939382,0.08333333333333337,0.9375,1.3333333333333333,0.05,150
4.15,150,1073.56319,0.1875,0.8571428571428571,0.875,0.05,150
-12.85,150,1073.985528,0.1875,1.0,0.4375,0.05,150
2.5,150,1074.610023,0.4285714285714286,0.7647058823529411,1.2142857142857142,0.05,150
1.55,150,1075.025793,0.09090909090909094,1.0,0.9090909090909091,0.05,150
4.05,150,1075.42828,0.07692307692307687,0.9411764705882353,1.3076923076923077,0.05,150
1.7,150,1075.847474,0.30000000000000004,0.8,1.0,0.05,150
3.25,150,1076.247186,0.16666666666666663,0.8666666666666667,1.25,0.05,150
3.8,150,1076.583198,0.2857142857142857,0.8571428571428571,1.5,0.05,150
-14.15,150,1077.039634,0.15384615384615385,1.0,0.46153846153846156,0.05,150
2.7,150,1077.665864,0.0,1.0,0.8461538461538461,0.05,150
2.1,150,1078.225978,0.0,1.0,1.3333333333333333,0.05,150
-8.45,150,1078.644026,0.125,1.0,0.125,0.05,150
3.15,150,1079.109516,0.2142857142857143,0.8235294117647058,1.2142857142857142,0.05,150
1.8,150,1081.100792,0.16666666666666663,0.9411764705882353,1.4166666666666667,0.05,150
-14.4,150,1081.432528,0.15384615384615385,1.0,0.5384615384615384,0.05,150
3.1,150,1081.735536,0.15384615384615385,0.8888888888888888,1.3846153846153846,0.05,150
-12.15,150,1082.031428,0.11111111111111116,0.9090909090909091,1.2222222222222223,0.05,150
4.7,150,1082.367653,0.0714285714285714,0.9375,1.1428571428571428,0.05,150
1.05,150,1082.670878,0.3571428571428571,0.8,0.7142857142857143,0.05,150
1.75,150,1083.017574,0.23076923076923073,0.8,0.7692307692307693,0.05,150
1.0,150,1083.390931,0.07692307692307687,0.9230769230769231,1.0,0.05,150
2.25,150,1083.720333,0.07692307692307687,1.0,0.8461538461538461,0.05,150
0.95,150,1084.055032,0.0,1.0,2.125,0.05,150
-23.4,150,1084.395369,0.09090909090909094,0.9,0.9090909090909091,0.05,150
1.85,150,1084.699567,0.30000000000000004,0.8,1.5,0.05,150
4.7,150,1084.999027,0.06666666666666665,0.9375,1.0666666666666667,0.05,150
2.4,150,1086.197745,0.3076923076923077,0.8947368421052632,1.4615384615384615,0.05,150
2.2,150,1086.622206,0.2666666666666667,0.8666666666666667,1.0,0.05,150
3.15,150,1087.153521,0.18181818181818177,0.8888888888888888,1.6363636363636365,0.05,150
-18.5,150,1087.544067,0.0,1.0,0.8181818181818182,0.05,150
0.3,150,1087.798201,0.0,1.0,0.6153846153846154,0.05,150
2.95,150,1088.07271,0.06666666666666665,0.9444444444444444,1.2,0.05,150
2.1,150,1088.470299,0.09090909090909094,0.9,0.9090909090909091,0.05,150
1.35,150,1088.722732,0.19999999999999996,0.9230769230769231,0.8666666666666667,0.05,150
2.9,150,1089.214245,0.05882352941176472,0.9375,0.9411764705882353,0.05,150
0.2,150,1089.886692,0.0,1.0,0.6666666666666666,0.05,150
2.6,150,1090.709681,0.0,1.0,0.7857142857142857,0.05,150
1.4,150,1091.19827,0.2222222222222222,0.8333333333333334,1.3333333333333333,0.05,150
1.85,150,1091.473077,0.3076923076923077,0.8,1.1538461538461537,0.05,150
1.25,150,1091.767559,0.23076923076923073,0.9333333333333333,1.1538461538461537,0.05,150
1.0,150,1093.396371,0.1333333333333333,0.7777777777777778,0.6,0.05,150
1.05,150,1094.112055,0.0,1.0,0.8,0.05,150
-0.25,150,1094.828104,0.125,0.8,0.625,0.05,150
1.3,150,1095.703126,0.0,1.0,0.875,0.05,150
2.1,150,1096.962416,0.0,1.0,1.5,0.05,150
-20.85,150,1097.72408,0.1875,0.7,0.625,0.05,150
1.9,150,1098.231772,0.30000000000000004,0.9090909090909091,2.2,0.05,150
0.75,150,1098.559557,0.36363636363636365,0.8,1.3636363636363635,0.05,150
1.55,150,1099.009455,0.0,1.0,1.4444444444444444,0.05,150
-19.8,150,1099.444482,0.25,0.8571428571428571,0.875,0.05,150
-33.5,150,1099.757813,0.0,1.0,0.38461538461538464,0.05,150
3.9,150,1100.050445,0.11764705882352944,0.9473684210526315,1.1176470588235294,0.05,150
-0.0,150,1100.317472,0.0,1.0,1.125,0.05,150
1.55,150,1100.652716,0.0,1.0,1.0,0.05,150
-21.2,150,1102.549425,0.125,0.9090909090909091,0.6875,0.05,150
-0.3,150,1102.894459,0.0,1.0,0.8333333333333334,0.05,150
0.55,150,1103.227804,0.16666666666666663,0.6666666666666666,0.5,0.05,150
2.0,150,1103.506139,0.0,1.0,1.2666666666666666,0.05,150
-18.3,150,1103.76223,0.1428571428571429,1.0,0.5714285714285714,0.05,150
4.7,150,1104.042885,0.16666666666666663,0.96,1.3888888888888888,0.05,150
0.3,150,1104.320428,0.0714285714285714,0.9166666666666666,0.8571428571428571,0.05,150
1.9,150,1104.574645,0.0,1.0,0.9166666666666666,0.05,150
-18.95,150,1104.839852,0.0,1.0,0.45,0.05,150
1.05,150,1105.076634,0.11111111111111116,0.9375,1.7777777777777777,0.05,150
-22.7,150,1105.391835,0.0,1.0,0.26666666666666666,0.05,150
0.4,150,1105.674721,0.16666666666666663,0.9090909090909091,0.9166666666666666,0.05,150
2.9,150,1105.968804,0.08333333333333337,0.9333333333333333,1.25,0.05,150
1.75,150,1107.050657,0.3076923076923077,0.8333333333333334,1.3846153846153846,0.05,150
4.0,150,1107.369006,0.0,1.0,1.1875,0.05,150
2.5,150,1107.68901,0.05882352941176472,0.9285714285714286,0.8235294117647058,0.05,150
2.85,150,1107.981868,0.4375,0.7391304347826086,1.4375,0.05,150
2.65,150,1108.220171,0.0,1.0,1.0,0.05,150
1.2,150,1108.504012,0.25,0.8333333333333334,1.5,0.05,150
3.55,150,1108.773797,0.11111111111111116,0.8666666666666667,0.8333333333333334,0.05,150
2.05,150,1109.050964,0.11111111111111116,0.9444444444444444,2.0,0.05,150
0.95,150,1109.337008,0.1333333333333333,0.9230769230769231,0.8666666666666667,0.05,150
3.25,150,1109.642217,0.0625,0.9230769230769231,0.8125,0.05,150
-21.85,150,1110.022242,0.08333333333333337,1.0,0.25,0.05,150
0.6,150,1110.336941,0.0,1.0,1.125,0.05,150
3.05,150,1110.740363,0.0,1.0,0.9230769230769231,0.05,150
-4.85,150,1111.052141,0.0,1.0,0.14285714285714285,0.05,150
-5.75,150,1112.107988,0.0,1.0,1.4,0.05,150
1.25,150,1112.438429,0.0,1.0,2.2857142857142856,0.05,150
-18.65,150,1112.711855,0.2727272727272727,0.9166666666666666,1.0909090909090908,0.05,150
1.3,150,1113.000708,0.0,1.0,1.4444444444444444,0.05,150
3.6,150,1113.283452,0.0,1.0,1.6153846153846154,0.05,150
3.4,150,1113.567272,0.11764705882352944,0.9444444444444444,1.0588235294117647,0.05,150
1.55,150,1113.823174,0.09999999999999998,0.9444444444444444,1.8,0.05,150
2.7,150,1114.175366,0.19999999999999996,0.875,1.6,0.05,150
1.5,150,1114.497425,0.09999999999999998,0.9166666666666666,1.2,0.05,150
-16.9,150,1114.779817,0.16666666666666663,0.9285714285714286,0.7777777777777778,0.05,150
-22.5,150,1115.277109,0.33333333333333337,0.9,0.8333333333333334,0.05,150
-13.2,150,1115.6227,0.23076923076923073,0.8571428571428571,1.0769230769230769,0.05,150
1.6,150,1116.036553,0.0714285714285714,0.9375,1.1428571428571428,0.05,150
-22.8,150,1117.873795,0.11111111111111116,0.8888888888888888,1.0,0.05,150
2.5,150,1118.231809,0.30000000000000004,0.9473684210526315,1.9,0.05,150
3.05,150,1118.535355,0.19999999999999996,0.8461538461538461,0.8666666666666667,0.05,150
-0.15,150,1118.849401,0.0,1.0,0.9,0.05,150
2.4,150,1119.150942,0.0714285714285714,0.9411764705882353,1.2142857142857142,0.05,150
2.65,150,1119.445163,0.09090909090909094,0.9411764705882353,1.5454545454545454,0.05,150
-12.5,150,1119.752862,0.16666666666666663,0.8571428571428571,0.5833333333333334,0.05,150
-43.95,150,1120.113584,0.0,0.0,0.0,0.05,150
5.35,150,1120.520254,0.09999999999999998,0.95,1.0,0.05,150
3.85,150,1120.923518,0.16666666666666663,0.8235294117647058,0.9444444444444444,0.05,150
2.5,150,1121.316989,0.18181818181818177,0.8333333333333334,1.0909090909090908,0.05,150
-18.4,150,1121.998491,0.0625,1.0,0.3125,0.05,150
2.85,150,1122.471789,0.125,0.8666666666666667,0.9375,0.05,150
2.5,150,1122.827266,0.11764705882352944,0.9523809523809523,1.2352941176470589,0.05,150
-19.75,150,1124.109996,0.2222222222222222,0.8,0.5555555555555556,0.05,150
3.5,150,1124.5123,0.1428571428571429,0.9473684210526315,1.3571428571428572,0.05,150
1.85,150,1124.828906,0.1428571428571429,0.9473684210526315,1.3571428571428572,0.05,150
1.35,150,1125.26993,0.18181818181818177,0.9333333333333333,1.3636363636363635,0.05,150
3.35,150,1125.568125,0.16666666666666663,0.8333333333333334,1.0,0.05,150
1.75,150,1125.857185,0.4444444444444444,0.9090909090909091,1.2222222222222223,0.05,150
3.5,150,1126.111254,0.05882352941176472,0.9444444444444444,1.0588235294117647,0.05,150
2.55,150,1126.369578,0.15384615384615385,0.8,0.7692307692307693,0.05,150
3.4,150,1126.653839,0.2222222222222222,0.8571428571428571,1.1666666666666667,0.05,150
0.8,150,1126.943562,0.1428571428571429,0.8,0.7142857142857143,0.05,150
2.9,150,1127.247631,0.052631578947368474,0.95,1.0526315789473684,0.05,150
1.45,150,1127.525246,0.23076923076923073,0.9090909090909091,0.8461538461538461,0.05,150
3.6,150,1127.801817,0.25,0.8666666666666667,1.25,0.05,150
3.05,150,1128.085798,0.05555555555555558,0.9230769230769231,0.7222222222222222,0.05,150
4.45,150,1129.355488,0.1428571428571429,0.95,1.4285714285714286,0.05,150
2.0,150,1129.644945,0.09999999999999998,0.9230769230769231,1.3,0.05,150
2.05,150,1129.937821,0.18181818181818177,0.8,0.9090909090909091,0.05,150
-19.9,150,1130.232564,0.15384615384615385,1.0,0.46153846153846156,0.05,150
-0.05,150,1130.504335,0.0,1.0,0.2727272727272727,0.05,150
-21.0,150,1130.783705,0.0,1.0,0.5714285714285714,0.05,150
3.25,150,1131.096858,0.0,1.0,1.25,0.05,150
-15.0,150,1131.410726,0.125,1.0,0.3125,0.05,150
-16.05,150,1131.725801,0.19999999999999996,0.0,0.0,0.05,150
0.75,150,1132.039588,0.33333333333333337,0.9166666666666666,1.3333333333333333,0.05,150
-15.2,150,1132.581509,0.16666666666666663,0.0,0.0,0.05,150
-13.05,150,1132.88661,0.07692307692307687,0.9166666666666666,0.9230769230769231,0.05,150
1.9,150,1133.202232,0.16666666666666663,0.8181818181818182,0.9166666666666666,0.05,150
0.05,150,1134.495828,0.0,1.0,0.6666666666666666,0.05,150
-10.25,150,1134.851086,0.0,1.0,1.0833333333333333,0.05,150
-0.0,150,1135.157091,0.125,0.8333333333333334,0.75,0.05,150
-5.6,150,1135.543155,0.0,1.0,0.7272727272727273,0.05,150
1.25,150,1135.886861,0.0,1.0,0.9,0.05,150
