#{"t_start": 1786528689.3629901, "env_id": "None"}
r,l,t,true_completion_rate,cheat_rate,report_rate,audit_prob,steps_taken
2.2,150,262.067388,0.0,1.0,1.1666666666666667,0.05,150
-3.65,150,262.471393,0.3157894736842105,0.8,0.7894736842105263,0.05,150
-2.65,150,262.855664,0.0,1.0,0.8181818181818182,0.05,150
2.2,150,263.252803,0.18181818181818177,0.875,1.4545454545454546,0.05,150
2.45,150,263.647476,0.07692307692307687,1.0,0.8461538461538461,0.05,150
-18.5,150,264.137453,0.0714285714285714,1.0,0.14285714285714285,0.05,150
2.4,150,264.604803,0.3076923076923077,0.75,0.9230769230769231,0.05,150
-5.45,150,265.045709,0.3125,0.7692307692307693,0.8125,0.05,150
1.6,150,265.5357,0.0,1.0,0.7,0.05,150
1.8,150,266.081234,0.11111111111111116,0.8888888888888888,1.0,0.05,150
5.2,150,266.544886,0.21052631578947367,0.8421052631578947,1.0,0.05,150
-19.8,150,266.987903,0.0,1.0,0.5384615384615384,0.05,150
2.35,150,267.430215,0.36363636363636365,0.8125,1.4545454545454546,0.05,150
-17.75,150,267.874394,0.2666666666666667,0.7142857142857143,0.4666666666666667,0.05,150
-17.55,150,269.594151,0.1333333333333333,0.8333333333333334,0.4,0.05,150
-17.85,150,269.947599,0.25,0.7272727272727273,0.9166666666666666,0.05,150
1.5,150,270.513983,0.1428571428571429,0.9,1.4285714285714286,0.05,150
1.8,150,270.943013,0.19999999999999996,0.9,1.0,0.05,150
2.9,150,271.327271,0.16666666666666663,0.8181818181818182,0.9166666666666666,0.05,150
2.8,150,271.805411,0.2222222222222222,0.9333333333333333,1.6666666666666667,0.05,150
-18.35,150,272.331956,0.0714285714285714,1.0,0.6428571428571429,0.05,150
4.5,150,272.744539,0.15000000000000002,0.9,1.0,0.05,150
3.3,150,273.108473,0.1333333333333333,0.9444444444444444,1.2,0.05,150
1.95,150,273.488718,0.0,1.0,1.1666666666666667,0.05,150
5.15,150,273.809581,0.10526315789473684,0.9,1.0526315789473684,0.05,150
3.2,150,274.174081,0.11111111111111116,0.8947368421052632,1.0555555555555556,0.05,150
-5.95,150,274.550948,0.0,1.0,0.8461538461538461,0.05,150
-14.3,150,274.919374,0.0,1.0,0.16666666666666666,0.05,150
5.2,150,276.6163,0.052631578947368474,0.9411764705882353,0.8947368421052632,0.05,150
2.8,150,276.993003,0.0,1.0,0.9230769230769231,0.05,150
2.85,150,277.341097,0.0,1.0,1.4166666666666667,0.05,150
3.45,150,277.770664,0.0,1.0,0.875,0.05,150
1.0,150,278.135901,0.09999999999999998,0.9,1.0,0.05,150
2.65,150,278.558894,0.0,1.0,0.9166666666666666,0.05,150
2.55,150,278.93224,0.0,1.0,1.2,0.05,150
2.55,150,279.338952,0.09999999999999998,1.0,1.1,0.05,150
1.9,150,279.680134,0.18181818181818177,0.75,0.7272727272727273,0.05,150
2.2,150,280.038887,0.25,0.8181818181818182,0.9166666666666666,0.05,150
2.25,150,280.582443,0.08333333333333337,0.9,0.8333333333333334,0.05,150
2.85,150,281.005813,0.19999999999999996,0.8823529411764706,1.7,0.05,150
3.5,150,281.843991,0.0,1.0,0.9411764705882353,0.05,150
2.7,150,283.554385,0.09090909090909094,0.9333333333333333,1.3636363636363635,0.05,150
4.0,150,284.037751,0.05555555555555558,0.9411764705882353,0.9444444444444444,0.05,150
3.45,150,284.522515,0.15384615384615385,0.9444444444444444,1.3846153846153846,0.05,150
-21.95,150,285.020279,0.08333333333333337,0.9,0.8333333333333334,0.05,150
-10.4,150,285.516139,0.18181818181818177,0.8,0.45454545454545453,0.05,150
1.7,150,286.008373,0.375,0.7857142857142857,1.75,0.05,150
3.2,150,286.547168,0.11764705882352944,0.875,0.9411764705882353,0.05,150
2.85,150,287.071176,0.06666666666666665,0.9333333333333333,1.0,0.05,150
1.8,150,287.556025,0.25,0.75,1.0,0.05,150
4.5,150,288.053409,0.08333333333333337,0.9411764705882353,1.4166666666666667,0.05,150
4.6,150,288.544372,0.0,1.0,1.125,0.05,150
3.55,150,289.037595,0.23076923076923073,0.8571428571428571,1.0769230769230769,0.05,150
3.8,150,289.524158,0.23076923076923073,0.9230769230769231,1.0,0.05,150
2.55,150,290.021342,0.0,1.0,1.1818181818181819,0.05,150
3.8,150,292.163971,0.16666666666666663,0.875,1.3333333333333333,0.05,150
3.7,150,292.606572,0.3125,0.75,1.0,0.05,150
-14.95,150,293.121721,0.15384615384615385,0.9166666666666666,0.9230769230769231,0.05,150
2.3,150,293.452006,0.0,1.0,1.0,0.05,150
3.45,150,293.818013,0.17647058823529416,0.8235294117647058,1.0,0.05,150
5.05,150,294.172912,0.4,0.85,1.3333333333333333,0.05,150
2.35,150,294.630599,0.25,0.8333333333333334,1.5,0.05,150
3.25,150,294.979858,0.0,1.0,1.1666666666666667,0.05,150
-14.4,150,295.311827,0.0625,0.8,0.3125,0.05,150
4.7,150,295.65601,0.1875,0.8823529411764706,1.0625,0.05,150
2.75,150,295.99185,0.16666666666666663,0.9285714285714286,1.1666666666666667,0.05,150
-16.2,150,296.292919,0.05882352941176472,1.0,0.7058823529411765,0.05,150
0.75,150,296.639575,0.125,0.8571428571428571,0.875,0.05,150
2.55,150,296.954982,0.0,1.0,1.0,0.05,150
2.45,150,298.438666,0.1333333333333333,0.8947368421052632,1.2666666666666666,0.05,150
4.35,150,298.930857,0.1428571428571429,0.8947368421052632,1.3571428571428572,0.05,150
-18.7,150,299.28659,0.19999999999999996,1.0,0.7,0.05,150
6.4,150,299.74572,0.09999999999999998,0.9,1.0,0.05,150
1.5,150,300.122357,0.19999999999999996,0.9285714285714286,1.4,0.05,150
1.45,150,300.491764,0.2727272727272727,0.8333333333333334,1.6363636363636365,0.05,150
1.1,150,300.874931,0.2222222222222222,0.7142857142857143,0.7777777777777778,0.05,150
3.35,150,301.213779,0.0625,0.95,1.25,0.05,150
-19.25,150,301.572172,0.0,1.0,0.875,0.05,150
2.05,150,301.946425,0.4444444444444444,0.7692307692307693,1.4444444444444444,0.05,150
-18.25,150,302.36822,0.08333333333333337,1.0,0.4166666666666667,0.05,150
1.75,150,302.772485,0.33333333333333337,0.7777777777777778,1.0,0.05,150
-17.25,150,303.112907,0.07692307692307687,1.0,0.6923076923076923,0.05,150
4.6,150,304.73507,0.0,1.0,0.9444444444444444,0.05,150
2.0,150,305.266781,0.3076923076923077,0.7692307692307693,1.0,0.05,150
2.3,150,305.97192,0.08333333333333337,0.9,0.8333333333333334,0.05,150
-17.55,150,306.376469,0.15384615384615385,1.0,0.38461538461538464,0.05,150
-7.25,150,306.817163,0.09999999999999998,0.8571428571428571,0.7,0.05,150
1.65,150,307.23323,0.09999999999999998,0.8888888888888888,0.9,0.05,150
-10.65,150,307.639502,0.25,1.0,0.5625,0.05,150
2.65,150,308.002157,0.16666666666666663,0.9285714285714286,1.1666666666666667,0.05,150
4.65,150,308.573685,0.0625,0.9333333333333333,0.9375,0.05,150
-42.55,150,309.042321,0.0625,1.0,0.25,0.05,150
3.7,150,309.410451,0.0625,0.9166666666666666,0.75,0.05,150
-18.6,150,309.768262,0.16666666666666663,1.0,0.8333333333333334,0.05,150
1.9,150,310.216097,0.2857142857142857,0.8,1.0714285714285714,0.05,150
1.45,150,310.673587,0.2222222222222222,0.8181818181818182,1.2222222222222223,0.05,150
2.5,150,312.460294,0.3571428571428571,0.8235294117647058,1.2142857142857142,0.05,150
-12.3,150,312.832347,0.16666666666666663,0.875,0.6666666666666666,0.05,150
3.15,150,313.194473,0.26315789473684215,0.9047619047619048,1.105263157894737,0.05,150
2.6,150,313.561026,0.3076923076923077,0.8947368421052632,1.4615384615384615,0.05,150
2.0,150,313.942285,0.0,1.0,0.9090909090909091,0.05,150
-21.95,150,314.338051,0.16666666666666663,0.9,0.8333333333333334,0.05,150
4.05,150,314.713322,0.1428571428571429,0.9473684210526315,1.3571428571428572,0.05,150
2.2,150,315.118511,0.0,1.0,0.6666666666666666,0.05,150
3.8,150,315.601143,0.2666666666666667,0.8947368421052632,1.2666666666666666,0.05,150
3.5,150,316.127927,0.11764705882352944,0.9473684210526315,1.1176470588235294,0.05,150
1.95,150,316.665335,0.25,0.8947368421052632,2.375,0.05,150
2.2,150,317.187193,0.0625,0.9285714285714286,0.875,0.05,150
1.25,150,317.655669,0.045454545454545414,0.9230769230769231,0.5909090909090909,0.05,150
1.4,150,318.050117,0.0,1.0,1.0,0.05,150
2.9,150,319.544555,0.0714285714285714,0.9473684210526315,1.3571428571428572,0.05,150
2.6,150,320.013887,0.2142857142857143,0.8823529411764706,1.2142857142857142,0.05,150
3.7,150,320.440099,0.15384615384615385,0.7777777777777778,0.6923076923076923,0.05,150
3.1,150,320.97369,0.0,1.0,1.25,0.05,150
2.45,150,321.475543,0.25,0.8888888888888888,1.125,0.05,150
2.8,150,321.942285,0.19999999999999996,0.875,1.0666666666666667,0.05,150
2.65,150,322.37973,0.0,1.0,1.0769230769230769,0.05,150
5.05,150,322.878659,0.1333333333333333,0.8888888888888888,1.2,0.05,150
1.25,150,323.47717,0.4285714285714286,0.8,1.4285714285714286,0.05,150
1.4,150,323.909305,0.15384615384615385,0.8571428571428571,1.0769230769230769,0.05,150
0.75,150,324.366781,0.0714285714285714,0.9333333333333333,1.0714285714285714,0.05,150
2.25,150,324.892373,0.23076923076923073,0.8333333333333334,0.9230769230769231,0.05,150
1.45,150,325.382153,0.1428571428571429,0.9285714285714286,2.0,0.05,150
3.65,150,327.043216,0.2142857142857143,0.8181818181818182,0.7857142857142857,0.05,150
-4.7,150,327.564851,0.23076923076923073,0.8333333333333334,0.9230769230769231,0.05,150
3.55,150,327.948257,0.09090909090909094,1.0,1.0,0.05,150
2.75,150,328.315813,0.2666666666666667,0.8235294117647058,1.1333333333333333,0.05,150
3.15,150,328.66838,0.06666666666666665,0.9333333333333333,1.0,0.05,150
5.35,150,329.035708,0.1428571428571429,0.9473684210526315,0.9047619047619048,0.05,150
-19.1,150,329.383626,0.07692307692307687,1.0,0.23076923076923078,0.05,150
-7.15,150,329.739539,0.09090909090909094,0.9,0.9090909090909091,0.05,150
-24.85,150,330.149223,0.09090909090909094,0.0,0.0,0.05,150
2.8,150,330.6541,0.07692307692307687,0.9285714285714286,1.0769230769230769,0.05,150
4.4,150,331.255253,0.06666666666666665,1.0,0.8,0.05,150
-20.65,150,331.918103,0.1333333333333333,0.7777777777777778,0.6,0.05,150
2.05,150,332.394875,0.125,0.9166666666666666,1.5,0.05,150
2.45,150,332.839484,0.2222222222222222,0.7647058823529411,0.9444444444444444,0.05,150
-11.35,150,334.586817,0.4285714285714286,0.75,0.5714285714285714,0.05,150
3.3,150,335.109442,0.3846153846153846,0.7333333333333333,1.1538461538461537,0.05,150
-22.15,150,335.660565,0.09090909090909094,0.75,0.36363636363636365,0.05,150
4.5,150,336.391806,0.125,0.9,1.25,0.05,150
-17.6,150,337.075572,0.09999999999999998,0.875,0.8,0.05,150
1.8,150,337.663611,0.125,0.8571428571428571,0.875,0.05,150
3.25,150,338.255143,0.0,1.0,1.0,0.05,150
1.55,150,338.92339,0.2727272727272727,0.7692307692307693,1.1818181818181819,0.05,150
0.2,150,339.566082,0.0,1.0,0.7777777777777778,0.05,150
0.6,150,340.145106,0.1428571428571429,0.8888888888888888,1.2857142857142858,0.05,150
3.1,150,340.566447,0.0,1.0,1.1,0.05,150
-17.6,150,340.958692,0.25,0.875,0.6666666666666666,0.05,150
4.4,150,341.401574,0.23529411764705888,0.9,1.1764705882352942,0.05,150
3.15,150,341.940829,0.1875,0.8947368421052632,1.1875,0.05,150
3.8,150,343.956694,0.38888888888888884,0.7333333333333333,0.8333333333333334,0.05,150
-16.85,150,344.325031,0.125,1.0,0.75,0.05,150
3.65,150,344.761544,0.19999999999999996,0.8666666666666667,1.0,0.05,150
-15.45,150,345.328489,0.19999999999999996,1.0,0.3333333333333333,0.05,150
1.6,150,345.728635,0.30000000000000004,0.875,1.6,0.05,150
2.35,150,346.321732,0.15384615384615385,0.8666666666666667,1.1538461538461537,0.05,150
1.5,150,346.613942,0.16666666666666663,0.8888888888888888,1.5,0.05,150
2.65,150,346.869479,0.30000000000000004,0.7272727272727273,1.1,0.05,150
2.65,150,347.184782,0.07692307692307687,0.9473684210526315,1.4615384615384615,0.05,150
1.9,150,347.522785,0.15384615384615385,0.9166666666666666,0.9230769230769231,0.05,150
2.6,150,347.793016,0.09999999999999998,0.9090909090909091,1.1,0.05,150
1.65,150,348.06708,0.1428571428571429,0.9375,1.1428571428571428,0.05,150
1.35,150,348.459152,0.25,0.9166666666666666,1.5,0.05,150
2.35,150,350.136573,0.09090909090909094,0.9333333333333333,1.3636363636363635,0.05,150
1.95,150,350.534932,0.1333333333333333,0.8888888888888888,1.2,0.05,150
1.3,150,351.117032,0.15384615384615385,0.9375,1.2307692307692308,0.05,150
-13.75,150,351.663259,0.0,1.0,0.375,0.05,150
2.55,150,352.235168,0.33333333333333337,0.8333333333333334,1.5,0.05,150
-18.1,150,352.713974,0.1333333333333333,1.0,0.3333333333333333,0.05,150
2.55,150,353.18462,0.3846153846153846,0.6428571428571429,1.0769230769230769,0.05,150
-16.8,150,353.696014,0.05882352941176472,1.0,0.6470588235294118,0.05,150
-12.7,150,354.216683,0.08333333333333337,0.9,0.8333333333333334,0.05,150
1.55,150,354.786051,0.08333333333333337,1.0,0.8333333333333334,0.05,150
-21.0,150,355.550165,0.08333333333333337,0.9,0.8333333333333334,0.05,150
1.7,150,355.938183,0.0625,1.0,1.375,0.05,150
-18.35,150,356.406175,0.2857142857142857,0.7777777777777778,0.6428571428571429,0.05,150
1.3,150,356.820027,0.1428571428571429,0.8888888888888888,1.2857142857142858,0.05,150
2.4,150,358.376504,0.0,1.0,1.0833333333333333,0.05,150
3.6,150,358.994622,0.2777777777777778,0.8125,0.8888888888888888,0.05,150
2.8,150,359.40742,0.4117647058823529,0.6666666666666666,1.0588235294117647,0.05,150
2.05,150,359.882931,0.17647058823529416,0.8125,0.9411764705882353,0.05,150
3.9,150,360.454915,0.0714285714285714,0.9411764705882353,1.2142857142857142,0.05,150
0.15,150,360.995449,0.11111111111111116,0.875,0.8888888888888888,0.05,150
-19.05,150,361.490016,0.19999999999999996,1.0,0.4,0.05,150
3.5,150,361.934348,0.2666666666666667,0.7647058823529411,1.1333333333333333,0.05,150
2.45,150,362.350112,0.13636363636363635,0.8235294117647058,0.7727272727272727,0.05,150
3.05,150,362.761204,0.16666666666666663,0.8947368421052632,1.5833333333333333,0.05,150
2.15,150,363.25952,0.19999999999999996,0.9444444444444444,1.8,0.05,150
-20.9,150,363.676433,0.0,1.0,0.4166666666666667,0.05,150
1.9,150,364.380936,0.09999999999999998,0.9285714285714286,1.4,0.05,150
2.85,150,364.891484,0.0,1.0,1.1666666666666667,0.05,150
1.8,150,367.310793,0.2857142857142857,0.7333333333333333,1.0714285714285714,0.05,150
3.0,150,367.885164,0.1333333333333333,0.9090909090909091,1.4666666666666666,0.05,150
1.75,150,368.296083,0.18181818181818177,0.9166666666666666,1.0909090909090908,0.05,150
2.0,150,368.670254,0.1428571428571429,0.9166666666666666,0.8571428571428571,0.05,150
1.85,150,368.959925,0.25,0.75,1.0,0.05,150
3.05,150,369.268823,0.1875,0.8888888888888888,1.125,0.05,150
0.4,150,369.890595,0.375,0.75,1.0,0.05,150
2.15,150,370.361308,0.23076923076923073,0.9,0.7692307692307693,0.05,150
2.5,150,370.97488,0.09090909090909094,0.9411764705882353,1.5454545454545454,0.05,150
2.6,150,371.345741,0.25,0.9230769230769231,0.8125,0.05,150
1.9,150,371.814562,0.1428571428571429,0.9375,1.1428571428571428,0.05,150
3.7,150,372.372,0.33333333333333337,0.7333333333333333,1.0,0.05,150
1.35,150,372.931138,0.19999999999999996,0.8888888888888888,0.9,0.05,150
3.05,150,374.822788,0.1428571428571429,0.8181818181818182,0.7857142857142857,0.05,150
3.2,150,375.30002,0.18181818181818177,0.9285714285714286,1.2727272727272727,0.05,150
2.65,150,375.795924,0.0625,0.9,0.625,0.05,150
-13.8,150,376.211798,0.25,1.0,0.125,0.05,150
4.55,150,376.885998,0.0,1.0,1.2352941176470589,0.05,150
2.25,150,377.532343,0.33333333333333337,0.8571428571428571,1.75,0.05,150
2.8,150,378.10284,0.19999999999999996,0.8,1.0,0.05,150
0.5,150,378.667295,0.30000000000000004,0.8666666666666667,1.5,0.05,150
-16.05,150,379.324404,0.33333333333333337,0.8333333333333334,0.4,0.05,150
3.2,150,379.931816,0.10526315789473684,0.8888888888888888,0.9473684210526315,0.05,150
1.15,150,380.456301,0.30000000000000004,0.7272727272727273,1.1,0.05,150
2.6,150,380.852767,0.07692307692307687,0.9285714285714286,1.0769230769230769,0.05,150
0.95,150,381.24738,0.11111111111111116,1.0,1.0,0.05,150
2.35,150,381.644574,0.06666666666666665,0.9230769230769231,0.8666666666666667,0.05,150
3.25,150,383.406495,0.15384615384615385,0.875,1.2307692307692308,0.05,150
2.45,150,383.939065,0.15384615384615385,0.8571428571428571,1.0769230769230769,0.05,150
0.35,150,384.655196,0.2857142857142857,0.8181818181818182,1.5714285714285714,0.05,150
2.9,150,385.092158,0.19999999999999996,0.9375,1.6,0.05,150
-14.0,150,385.58419,0.2857142857142857,0.0,0.0,0.05,150
4.85,150,386.11662,0.1428571428571429,0.8695652173913043,1.0952380952380953,0.05,150
-15.2,150,386.706305,0.18181818181818177,1.0,0.18181818181818182,0.05,150
2.9,150,387.363754,0.23076923076923073,0.9090909090909091,1.6923076923076923,0.05,150
2.4,150,388.094004,0.3076923076923077,0.8125,1.2307692307692308,0.05,150
4.75,150,388.490216,0.05555555555555558,0.95,1.1111111111111112,0.05,150
1.4,150,388.833665,0.09090909090909094,0.9285714285714286,1.2727272727272727,0.05,150
2.25,150,389.243429,0.1428571428571429,0.9333333333333333,1.0714285714285714,0.05,150
-21.4,150,389.644269,0.07692307692307687,0.8888888888888888,0.6923076923076923,0.05,150
2.75,150,390.009976,0.08333333333333337,0.9230769230769231,1.0833333333333333,0.05,150
2.95,150,391.847926,0.33333333333333337,0.875,1.3333333333333333,0.05,150
0.7,150,392.345976,0.25,0.8,1.25,0.05,150
4.35,150,392.898339,0.0625,0.9473684210526315,1.1875,0.05,150
0.9,150,393.544623,0.0714285714285714,0.9285714285714286,1.0,0.05,150
-4.55,150,394.098169,0.11111111111111116,1.0,1.2222222222222223,0.05,150
-21.7,150,394.752426,0.0,1.0,0.6666666666666666,0.05,150
0.2,150,395.242237,0.0,1.0,0.875,0.05,150
2.55,150,396.089049,0.0,1.0,1.1333333333333333,0.05,150
-17.1,150,396.605009,0.16666666666666663,1.0,0.3333333333333333,0.05,150
2.1,150,397.101156,0.08333333333333337,0.9444444444444444,1.5,0.05,150
-23.25,150,397.682565,0.1333333333333333,0.9166666666666666,0.8,0.05,150
1.85,150,398.179823,0.15384615384615385,0.8823529411764706,1.3076923076923077,0.05,150
1.5,150,398.695568,0.0,1.0,0.6666666666666666,0.05,150
-8.65,150,400.475023,0.15384615384615385,1.0,0.9230769230769231,0.05,150
2.1,150,400.936562,0.0,1.0,1.3,0.05,150
-27.3,150,401.402018,0.23076923076923073,1.0,0.6153846153846154,0.05,150
1.55,150,402.004418,0.07692307692307687,0.8571428571428571,0.5384615384615384,0.05,150
0.5,150,402.495675,0.08333333333333337,0.9166666666666666,1.0,0.05,150
1.05,150,403.045465,0.0,1.0,2.0,0.05,150
4.25,150,403.485591,0.4,0.8095238095238095,1.4,0.05,150
0.95,150,403.955845,0.0,1.0,1.0,0.05,150
2.85,150,404.692591,0.07692307692307687,1.0,1.1538461538461537,0.05,150
-18.75,150,405.226952,0.19999999999999996,0.8,0.5,0.05,150
5.25,150,405.882017,0.0,1.0,1.6,0.05,150
4.4,150,406.669167,0.0,1.0,1.0,0.05,150
-14.95,150,407.417297,0.3846153846153846,0.9285714285714286,1.0769230769230769,0.05,150
3.25,150,408.149611,0.3571428571428571,0.85,1.4285714285714286,0.05,150
2.7,150,410.175527,0.1578947368421053,0.9130434782608695,1.2105263157894737,0.05,150
2.6,150,410.779569,0.08333333333333337,0.9333333333333333,1.25,0.05,150
3.3,150,411.221638,0.1333333333333333,0.9411764705882353,1.1333333333333333,0.05,150
2.25,150,411.657945,0.09090909090909094,1.0,1.0,0.05,150
3.1,150,412.11274,0.08333333333333337,0.9523809523809523,1.75,0.05,150
4.25,150,412.553899,0.0625,0.9545454545454546,1.375,0.05,150
2.05,150,412.981157,0.18181818181818177,0.8823529411764706,1.5454545454545454,0.05,150
-14.15,150,413.472086,0.5,0.875,0.8,0.05,150
0.9,150,413.946194,0.09090909090909094,0.9,0.9090909090909091,0.05,150
1.1,150,414.362236,0.2222222222222222,0.8333333333333334,1.3333333333333333,0.05,150
-22.3,150,414.739034,0.0,1.0,0.3,0.05,150
-18.4,150,415.19934,0.18181818181818177,1.0,0.7272727272727273,0.05,150
2.45,150,415.81349,0.07692307692307687,0.9285714285714286,1.0769230769230769,0.05,150
-7.2,150,416.252626,0.23076923076923073,0.9090909090909091,0.8461538461538461,0.05,150
0.45,150,418.012897,0.33333333333333337,0.875,2.6666666666666665,0.05,150
-10.85,150,418.449541,0.08333333333333337,0.9166666666666666,1.0,0.05,150
-39.0,150,418.87666,0.07692307692307687,0.0,0.0,0.05,150
1.25,150,419.307285,0.2727272727272727,0.875,1.4545454545454546,0.05,150
2.4,150,419.806727,0.0,1.0,1.0555555555555556,0.05,150
3.6,150,420.265529,0.1428571428571429,0.9411764705882353,1.2142857142857142,0.05,150
1.05,150,420.783952,0.06666666666666665,1.0,0.6,0.05,150
2.45,150,421.537689,0.08333333333333337,0.9285714285714286,1.1666666666666667,0.05,150
-0.0,150,421.980201,0.0,1.0,1.2857142857142858,0.05,150
2.95,150,422.40162,0.38095238095238093,0.8235294117647058,0.8095238095238095,0.05,150
4.75,150,422.822195,0.05882352941176472,0.95,1.1764705882352942,0.05,150
2.95,150,423.2443,0.25,0.9473684210526315,1.5833333333333333,0.05,150
3.2,150,423.801834,0.0,1.0,1.1818181818181819,0.05,150
2.8,150,425.51435,0.33333333333333337,0.8461538461538461,0.8666666666666667,0.05,150
1.45,150,425.971499,0.07692307692307687,0.9166666666666666,0.9230769230769231,0.05,150
0.9,150,426.410564,0.4285714285714286,0.6666666666666666,1.2857142857142858,0.05,150
1.5,150,427.050697,0.0625,0.9333333333333333,0.9375,0.05,150
2.25,150,427.521569,0.0,1.0,1.0,0.05,150
0.4,150,427.962207,0.0,1.0,1.1428571428571428,0.05,150
2.35,150,428.380825,0.07692307692307687,0.9411764705882353,1.3076923076923077,0.05,150
0.75,150,428.902735,0.16666666666666663,0.9333333333333333,1.25,0.05,150
-16.4,150,429.425354,0.19999999999999996,1.0,0.4,0.05,150
1.6,150,429.950568,0.0625,1.0,0.75,0.05,150
1.95,150,430.356786,0.33333333333333337,0.6666666666666666,1.0,0.05,150
1.25,150,430.922985,0.0,1.0,0.8181818181818182,0.05,150
3.95,150,431.399194,0.0,1.0,0.9411764705882353,0.05,150
-13.5,150,431.820672,0.1428571428571429,1.0,0.5,0.05,150
4.05,150,433.520406,0.050000000000000044,0.9333333333333333,0.75,0.05,150
1.1,150,433.959627,0.0714285714285714,0.9,0.7142857142857143,0.05,150
3.65,150,434.368347,0.19999999999999996,0.8181818181818182,0.55,0.05,150
3.7,150,434.697718,0.17647058823529416,0.9444444444444444,1.0588235294117647,0.05,150
3.45,150,435.070228,0.125,0.9444444444444444,1.125,0.05,150
-18.3,150,435.426574,0.06666666666666665,1.0,0.6666666666666666,0.05,150
2.45,150,435.76668,0.0625,0.95,1.25,0.05,150
0.1,150,436.118316,0.2727272727272727,0.75,0.7272727272727273,0.05,150
3.05,150,436.582731,0.11111111111111116,0.875,0.8888888888888888,0.05,150
-5.45,150,437.048734,0.16666666666666663,0.9166666666666666,1.0,0.05,150
2.35,150,437.465293,0.0,1.0,1.1333333333333333,0.05,150
2.35,150,437.870346,0.09090909090909094,0.9333333333333333,1.3636363636363635,0.05,150
3.25,150,438.228351,0.2142857142857143,0.9411764705882353,1.2142857142857142,0.05,150
-18.3,150,438.566043,0.125,1.0,0.5625,0.05,150
-22.1,150,440.143635,0.09090909090909094,0.875,0.7272727272727273,0.05,150
4.7,150,440.656776,0.05882352941176472,0.9444444444444444,1.0588235294117647,0.05,150
1.35,150,441.171232,0.0,1.0,1.375,0.05,150
2.65,150,441.551433,0.052631578947368474,0.9545454545454546,1.1578947368421053,0.05,150
3.5,150,442.004519,0.0714285714285714,0.9,0.7142857142857143,0.05,150
2.8,150,442.551398,0.23076923076923073,0.8333333333333334,0.9230769230769231,0.05,150
-17.8,150,442.884306,0.16666666666666663,1.0,0.6666666666666666,0.05,150
1.15,150,443.228357,0.19999999999999996,0.9230769230769231,1.3,0.05,150
4.2,150,443.570393,0.0714285714285714,0.95,1.4285714285714286,0.05,150
-43.0,150,443.890654,0.0,1.0,0.42857142857142855,0.05,150
-21.2,150,444.293941,0.11764705882352944,0.9090909090909091,0.6470588235294118,0.05,150
0.7,150,444.831962,0.08333333333333337,0.875,0.6666666666666666,0.05,150
2.85,150,445.167273,0.0,1.0,0.8666666666666667,0.05,150
-13.35,150,446.663462,0.0,1.0,0.5,0.05,150
-0.0,150,447.048548,0.33333333333333337,0.8666666666666667,1.25,0.05,150
1.5,150,447.484117,0.1428571428571429,1.0,1.0,0.05,150
-0.95,150,447.856302,0.08333333333333337,1.0,0.8333333333333334,0.05,150
2.45,150,448.206189,0.08333333333333337,0.9285714285714286,1.1666666666666667,0.05,150
5.15,150,448.55257,0.052631578947368474,0.9545454545454546,1.1578947368421053,0.05,150
-20.05,150,448.889814,0.09999999999999998,0.9090909090909091,0.55,0.05,150
-21.85,150,449.310429,0.18181818181818177,0.9,0.9090909090909091,0.05,150
1.05,150,449.705977,0.08333333333333337,1.0,1.4166666666666667,0.05,150
0.2,150,450.036362,0.2857142857142857,0.8571428571428571,2.0,0.05,150
3.55,150,450.447865,0.09090909090909094,0.9411764705882353,1.5454545454545454,0.05,150
3.05,150,450.880067,0.09999999999999998,0.9090909090909091,1.1,0.05,150
-16.75,150,451.712039,0.1875,1.0,0.4375,0.05,150
3.9,150,452.133853,0.1428571428571429,0.8823529411764706,1.2142857142857142,0.05,150
2.85,150,453.676404,0.1333333333333333,0.9230769230769231,0.8666666666666667,0.05,150
0.75,150,454.049426,0.25,0.8333333333333334,1.0,0.05,150
2.0,150,454.425578,0.11111111111111116,0.9090909090909091,1.2222222222222223,0.05,150
2.25,150,454.763587,0.0714285714285714,0.9230769230769231,0.9285714285714286,0.05,150
4.15,150,455.090185,0.05555555555555558,0.9230769230769231,0.7222222222222222,0.05,150
-22.2,150,455.43364,0.0,1.0,0.45454545454545453,0.05,150
2.0,150,455.757306,0.11111111111111116,0.9166666666666666,1.3333333333333333,0.05,150
2.5,150,456.093253,0.2857142857142857,0.7333333333333333,1.0714285714285714,0.05,150
1.85,150,456.397418,0.06666666666666665,0.9375,1.0666666666666667,0.05,150
2.85,150,456.776254,0.125,0.9047619047619048,1.3125,0.05,150
2.25,150,457.265688,0.4545454545454546,0.875,1.4545454545454546,0.05,150
0.35,150,457.574562,0.16666666666666663,0.8333333333333334,1.0,0.05,150
0.6,150,457.883962,0.1428571428571429,0.8888888888888888,1.2857142857142858,0.05,150
2.1,150,459.247782,0.25,0.75,1.0,0.05,150
0.4,150,459.721892,0.0,1.0,0.7692307692307693,0.05,150
3.35,150,460.094319,0.0,1.0,0.8947368421052632,0.05,150
3.65,150,460.433172,0.0,1.0,1.2857142857142858,0.05,150
3.15,150,460.762302,0.23076923076923073,0.9375,1.2307692307692308,0.05,150
1.55,150,461.07645,0.0,1.0,0.9,0.05,150
-23.25,150,461.398577,0.08333333333333337,0.9,0.8333333333333334,0.05,150
